Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(Nm)
29.622,0.010,-0.036,-8.912,-1.892,0.039
29.632,0.009,-0.054,-8.931,-1.908,0.063
29.642,0.006,-0.049,-8.946,-1.659,0.043
29.652,-0.007,-0.052,-8.955,-1.166,-0.008
29.662,-0.011,-0.043,-8.961,-0.772,-0.036
29.672,-0.010,-0.038,-8.963,-0.360,-0.062
29.682,-0.008,-0.041,-8.965,-0.273,-0.061
29.692,-0.009,-0.030,-8.971,-0.526,-0.062
29.702,-0.011,-0.026,-8.981,-0.815,-0.064
29.712,-0.003,-0.028,-8.995,-1.217,-0.030
29.722,-0.004,-0.028,-9.014,-1.659,0.005
29.732,-0.016,-0.013,-9.032,-1.729,-0.043
29.742,-0.014,-0.008,-9.055,-2.136,-0.038
29.752,-0.003,-0.015,-9.082,-2.501,0.015
29.762,0.002,-0.024,-9.108,-2.547,0.057
29.772,-0.003,-0.029,-9.129,-2.280,0.040
29.782,-0.004,-0.026,-9.143,-1.655,0.026
29.792,-0.007,-0.029,-9.153,-1.242,0.003
29.802,-0.008,-0.026,-9.157,-0.670,-0.015
29.812,-0.002,-0.034,-9.157,-0.274,-0.025
29.822,0.002,-0.043,-9.157,-0.066,-0.018
29.832,0.003,-0.054,-9.153,0.234,-0.016
29.842,0.002,-0.061,-9.149,0.334,-0.028
29.852,-0.004,-0.060,-9.147,0.265,-0.066
29.862,-0.008,-0.059,-9.148,0.063,-0.082
29.872,-0.014,-0.052,-9.152,-0.260,-0.096
29.882,-0.022,-0.043,-9.160,-0.649,-0.123
29.892,-0.042,-0.013,-9.174,-1.111,-0.169
29.902,-0.055,0.030,-9.193,-1.649,-0.213
29.912,-0.076,0.102,-9.221,-2.416,-0.252
29.922,-0.089,0.157,-9.259,-3.337,-0.258
29.932,-0.106,0.266,-9.313,-4.716,-0.254
29.942,-0.111,0.348,-9.382,-6.175,-0.226
29.952,-0.095,0.437,-9.466,-7.681,-0.064
29.962,-0.073,0.455,-9.556,-8.545,0.107
29.972,-0.026,0.481,-9.646,-8.855,0.353
29.982,0.052,0.382,-9.726,-8.271,0.603
29.992,0.178,0.162,-9.774,-5.977,0.880
30.002,0.251,-0.073,-9.781,-2.478,1.156
30.012,0.340,-0.534,-9.732,2.445,1.433
30.022,0.396,-1.057,-9.613,8.794,1.310
30.050,0.390,-1.654,-9.152,22.965,0.481
30.060,0.205,-1.865,-8.473,33.736,0.204
30.070,-0.022,-1.691,-8.473,33.736,-0.072
30.080,-0.274,-1.304,-7.663,39.986,-0.349
30.090,-0.438,-0.924,-7.663,39.986,-0.625
30.100,-0.586,-0.209,-6.906,37.398,-0.901
30.111,-0.526,0.078,-6.906,37.398,-1.178
30.121,-0.339,0.159,-6.771,34.216,-1.454
30.132,-0.168,0.050,-6.771,33.951,-1.731
30.141,-0.094,-0.013,-6.771,33.862,-1.547
30.152,-0.065,-0.085,-6.771,33.833,-1.333
30.161,-0.083,-0.104,-6.771,33.823,-1.361
30.172,-0.132,-0.047,-6.771,33.820,-1.590
30.181,-0.159,-0.013,-6.771,33.819,-1.718
30.192,-0.167,0.061,-6.771,33.818,-1.753
30.202,-0.165,0.117,-6.771,33.818,-1.711
30.212,-0.156,0.166,-6.771,33.818,-1.657
30.222,-0.138,0.149,-6.771,33.818,-1.563
30.232,-0.104,0.150,-6.771,33.818,-1.379
30.242,-0.088,0.131,-6.771,33.818,-1.317
30.252,-0.091,0.126,-6.771,33.818,-1.300
30.262,-0.092,0.107,-6.771,33.818,-1.312
30.272,-0.094,0.112,-6.771,33.818,-1.332
30.282,-0.088,0.114,-6.771,33.818,-1.307
30.292,-0.079,0.104,-6.771,33.818,-1.264
30.302,-0.078,0.096,-6.771,33.818,-1.270
30.312,-0.082,0.081,-6.771,33.818,-1.280
30.322,-0.089,0.080,-6.771,33.818,-1.298
30.332,-0.108,0.108,-6.771,33.818,-1.383
30.342,-0.118,0.148,-6.771,33.818,-1.431
30.352,-0.108,0.168,-6.771,33.818,-1.395
30.364,-0.098,0.173,-6.771,33.818,-1.372
30.373,-0.083,0.156,-6.771,33.818,-1.274
30.384,-0.079,0.156,-6.771,33.818,-1.226
30.393,-0.084,0.161,-6.771,33.818,-1.226
30.404,-0.093,0.186,-6.771,33.818,-1.271
30.413,-0.103,0.199,-6.771,33.818,-1.308
30.424,-0.319,1.221,-11.403,1.488,-1.316
30.433,-0.312,1.608,-11.331,5.325,-1.039
30.444,-0.260,1.392,-11.358,-0.066,-0.763
30.453,-0.138,0.938,-11.474,-7.714,-0.486
30.464,-0.023,0.964,-11.661,-15.029,-0.210
30.473,0.117,0.663,-11.904,-21.260,0.067
30.484,0.254,0.274,-12.176,-25.199,0.343
30.493,0.230,0.222,-12.454,-26.949,0.619
30.504,0.171,0.137,-12.715,-26.379,0.896
30.513,0.127,0.065,-12.932,-23.257,1.172
30.524,0.072,-0.045,-13.086,-17.984,1.226
30.533,0.059,-0.131,-13.165,-11.309,0.950
30.544,0.048,0.035,-13.173,-4.307,0.673
30.581,-0.000,-0.015,-12.790,11.921,-0.284
30.592,-0.039,-0.011,-12.668,12.078,-0.516
30.601,-0.044,0.045,-12.568,10.673,-0.517
30.612,-0.029,0.054,-12.497,8.287,-0.432
30.621,-0.016,0.045,-12.462,5.140,-0.290
30.632,0.010,0.036,-12.458,1.969,-0.098
30.641,0.018,-0.006,-12.474,-0.417,0.020
30.652,0.025,-0.022,-12.500,-1.878,0.115
30.661,0.026,-0.043,-12.523,-2.160,0.150
30.672,0.024,-0.067,-12.538,-1.691,0.140
30.681,0.018,-0.077,-12.541,-0.768,0.092
30.692,-0.005,-0.075,-12.532,0.306,-0.015
30.701,-0.016,-0.055,-12.519,0.971,-0.107
30.712,-0.014,-0.042,-12.508,1.065,-0.138
30.721,-0.011,-0.045,-12.504,0.636,-0.106
30.732,-0.004,-0.040,-12.508,-0.069,-0.092
30.741,-0.005,-0.047,-12.517,-0.586,-0.060
30.752,-0.014,-0.037,-12.528,-0.962,-0.068
30.761,-0.019,-0.025,-12.545,-1.446,-0.089
30.772,-0.018,-0.018,-12.567,-1.939,-0.073
30.781,-0.009,-0.024,-12.591,-2.283,-0.023
30.792,0.000,-0.038,-12.615,-2.346,0.014
30.801,0.005,-0.042,-12.637,-2.214,0.047
30.812,-0.003,-0.059,-12.652,-1.786,0.027
30.821,-0.011,-0.048,-12.665,-1.465,-0.025
30.832,-0.023,-0.035,-12.674,-1.076,-0.087
30.841,-0.025,-0.020,-12.683,-0.921,-0.110
30.852,-0.012,-0.016,-12.692,-0.921,-0.075
30.861,-0.004,-0.034,-12.703,-1.048,-0.036
30.872,0.001,-0.047,-12.715,-1.142,-0.010
30.881,0.005,-0.064,-12.726,-1.122,-0.002
30.892,0.006,-0.082,-12.735,-0.988,0.017
30.901,0.005,-0.093,-12.740,-0.636,-0.009
30.912,-0.002,-0.104,-12.740,-0.238,-0.058
30.921,-0.011,-0.097,-12.740,-0.079,-0.099
30.932,-0.031,-0.076,-12.742,-0.129,-0.163
30.941,-0.048,-0.041,-12.749,-0.503,-0.259
30.952,-0.088,0.034,-12.765,-1.293,-0.363
30.961,-0.118,0.137,-12.799,-2.681,-0.420
30.972,-0.150,0.286,-12.854,-4.550,-0.479
30.981,-0.165,0.388,-12.932,-6.706,-0.453
30.992,-0.187,0.562,-13.035,-9.113,-0.383
31.001,-0.177,0.665,-13.163,-11.577,-0.232
31.012,-0.148,0.802,-13.310,-13.625,0.045
31.021,-0.083,0.818,-13.463,-14.794,0.321
31.032,0.043,0.761,-13.606,-14.468,0.598
31.041,0.123,0.598,-13.724,-12.646,0.874
31.052,0.249,0.331,-13.800,-9.329,1.151
31.080,0.486,-1.023,-13.629,9.769,1.852
31.089,0.481,-1.336,-13.629,9.769,1.575
31.100,0.455,-1.515,-13.135,24.471,1.299
31.109,0.420,-1.762,-13.135,24.471,1.022
31.120,0.355,-2.179,-12.403,36.424,0.746
31.129,0.312,-2.360,-12.403,36.424,0.469
31.140,0.237,-2.498,-11.503,44.862,0.193
31.149,0.188,-2.498,-11.503,44.862,-0.084
31.160,0.015,-2.498,-10.472,51.373,-0.360
31.169,-0.111,-2.498,-10.472,51.373,-0.637
31.180,-0.193,-2.498,-9.363,55.386,-0.913
31.189,-0.286,-2.487,-9.363,55.386,-1.189
31.200,-0.451,-2.264,-8.387,47.948,-1.466
31.209,-0.560,-2.022,-8.387,47.948,-1.742
31.223,-0.573,-1.547,-7.844,32.634,-2.019
31.232,-0.365,-2.337,-7.844,29.931,-2.288
31.242,-0.294,-2.276,-7.844,29.027,-2.543
31.252,-0.279,-2.188,-7.844,28.726,-2.786
31.262,-0.330,-2.185,-7.844,28.625,-3.018
31.272,-0.593,-1.894,-7.844,28.592,-3.238
31.282,-0.734,-1.197,-7.844,28.581,-3.447
31.292,-0.874,-0.176,-7.844,28.577,-3.646
31.302,-0.876,0.128,-7.844,28.576,-3.835
31.312,-0.662,0.239,-7.844,28.575,-3.991
31.323,-0.513,0.172,-7.844,28.575,-3.810
31.333,-0.364,-0.024,-7.844,28.575,-3.619
31.344,-0.334,-0.116,-7.844,28.575,-3.419
31.353,-0.355,-0.139,-7.844,28.575,-3.208
31.364,-0.410,-0.122,-7.844,28.575,-2.986
31.373,-0.444,-0.091,-7.844,28.575,-2.968
31.384,-0.478,0.020,-7.844,28.575,-3.072
31.393,-0.485,0.072,-7.844,28.575,-3.126
31.404,-0.482,0.147,-7.844,28.575,-3.121
31.413,-0.477,0.182,-7.844,28.575,-3.043
31.424,-0.470,0.240,-7.844,28.575,-2.981
31.433,-0.470,0.272,-7.844,28.575,-2.933
31.444,-0.465,0.339,-7.844,28.575,-2.898
31.453,-0.466,0.367,-7.844,28.575,-2.872
31.464,-0.461,0.422,-7.844,28.575,-2.834
31.474,-0.456,0.465,-7.844,28.575,-2.785
31.484,-0.443,0.512,-7.844,28.575,-2.734
31.494,-0.437,0.540,-7.844,28.575,-2.634
31.504,-0.415,0.568,-7.844,28.575,-2.574
31.514,-0.417,0.606,-7.844,28.575,-2.493
31.524,-0.417,0.646,-7.844,28.575,-2.483
31.534,-0.423,0.700,-8.844,7.154,-2.439
31.544,-0.549,1.893,-8.797,5.958,-2.178
31.554,-0.585,1.727,-8.845,-1.231,-1.905
31.564,-0.234,0.960,-8.917,-8.380,-1.930
31.600,-0.132,0.613,-8.917,-11.910,-0.824
31.609,-0.216,0.679,-8.917,-11.910,-0.548
31.620,-0.373,0.900,-8.917,-11.949,-0.792
31.629,-0.404,1.086,-8.917,-11.949,-0.963
31.640,-0.374,1.203,-8.917,-11.954,-0.843
31.649,-0.321,1.211,-8.917,-11.954,-0.567
31.660,-0.245,1.196,-8.917,-11.954,-0.291
31.669,-0.206,1.150,-8.917,-11.954,-0.014
31.680,-0.179,1.101,-8.917,-11.954,0.200
31.689,-0.169,1.074,-8.917,-11.954,0.245
31.700,-0.168,1.104,-8.917,-11.954,0.263
31.709,-0.159,1.120,-8.917,-11.954,0.333
31.720,-0.143,1.050,-8.917,-11.954,0.343
31.729,-0.128,1.034,-8.917,-11.954,0.426
31.740,-0.093,1.006,-8.917,-11.954,0.537
31.749,-0.067,0.922,-8.917,-11.954,0.659
31.760,-0.030,0.826,-8.917,-11.954,0.751
31.769,-0.016,0.759,-8.917,-11.954,0.807
31.780,-0.004,0.664,-8.917,-11.954,0.804
31.790,0.002,0.609,-8.917,-11.954,0.788
31.800,0.003,0.530,-8.917,-11.954,0.769
31.810,-0.008,0.490,-8.917,-11.954,0.651
31.820,-0.025,0.460,-8.917,-11.954,0.571
31.830,-0.031,0.447,-8.917,-11.954,0.500
31.840,-0.019,0.402,-8.917,-11.954,0.504
31.850,-0.068,0.369,-8.917,-11.954,0.251
31.860,-0.277,2.108,-11.987,-12.978,0.185
31.870,-0.235,1.776,-11.987,-12.978,0.446
31.880,-0.051,0.860,-12.447,-22.561,0.723
31.890,0.073,0.780,-12.447,-22.561,0.999
31.900,0.259,0.317,-12.873,-20.403,1.276
31.910,0.402,-0.359,-12.873,-20.403,1.552
31.920,0.396,-0.603,-13.013,-6.571,1.829
31.930,0.326,-0.407,-13.013,-6.571,1.569
31.940,0.074,-0.422,-12.803,10.459,1.292
31.950,-0.076,-0.200,-12.803,10.459,1.016
31.960,-0.136,-0.015,-12.301,24.896,0.739
31.970,-0.110,0.034,-12.301,24.896,0.463
31.980,-0.016,-0.058,-11.589,35.442,0.186
31.990,0.020,-0.107,-11.589,35.442,-0.090
32.000,-0.011,-0.135,-10.713,43.489,-0.366
32.010,-0.055,-0.047,-10.713,43.489,-0.643
32.020,-0.113,0.152,-9.818,44.309,-0.919
32.030,-0.151,0.290,-9.818,44.309,-1.196
32.040,-0.153,0.693,-9.087,35.799,-1.472
32.050,-0.172,0.833,-9.087,35.799,-1.268
32.060,-0.145,0.789,-8.699,19.191,-0.992
32.070,-0.065,0.501,-8.699,19.191,-0.715
32.080,0.025,0.435,-8.613,4.578,-0.439
32.090,0.124,0.261,-8.613,4.578,-0.162
32.118,0.212,-0.288,-8.756,-5.243,0.391
32.128,0.137,-0.383,-8.809,-5.237,0.667
32.138,0.061,-0.410,-8.836,-3.611,0.574
32.148,-0.069,-0.119,-8.830,-0.743,0.297
32.158,-0.143,0.084,-8.796,2.002,0.021
32.168,-0.136,0.210,-8.749,3.787,-0.256
32.178,-0.114,0.276,-8.704,4.278,-0.532
32.188,-0.050,0.264,-8.675,3.370,-0.505
32.198,0.018,0.198,-8.673,1.225,-0.228
32.208,0.113,0.021,-8.693,-0.895,0.048
32.218,0.150,-0.120,-8.721,-2.164,0.325
32.228,0.155,-0.282,-8.740,-2.026,0.601
32.238,0.115,-0.324,-8.736,-0.368,0.648
32.248,0.009,-0.244,-8.698,2.408,0.372
32.258,-0.056,-0.122,-8.625,5.659,0.095
32.268,-0.109,0.006,-8.534,7.947,-0.181
32.278,-0.144,0.107,-8.438,9.014,-0.458
32.288,-0.217,0.341,-8.359,8.298,-0.734
32.298,-0.284,0.612,-8.314,5.756,-1.010
32.308,-0.362,1.149,-8.318,1.638,-1.179
32.318,-0.391,1.442,-8.387,-4.055,-1.074
32.328,-0.270,1.521,-8.524,-10.456,-0.850
32.338,-0.050,1.421,-8.716,-16.266,-0.574
32.348,0.253,1.002,-8.954,-21.302,-0.297
32.358,0.399,0.680,-9.220,-24.815,-0.021
32.368,0.516,0.098,-9.500,-26.964,0.256
32.378,0.543,-0.229,-9.775,-27.312,0.532
32.388,0.516,-0.751,-10.023,-25.652,0.809
32.398,0.471,-1.085,-10.224,-21.943,1.085
32.408,0.413,-1.567,-10.363,-16.572,1.362
32.418,0.342,-1.701,-10.432,-10.150,1.442
32.428,0.000,-1.246,-10.426,-2.999,1.166
32.438,-0.255,-0.795,-10.356,3.705,0.889
32.448,-0.254,-0.336,-10.235,9.289,0.613
32.458,-0.083,-0.392,-10.073,13.881,0.336
32.468,0.060,-0.607,-9.881,17.466,0.060
32.478,0.028,-0.629,-9.661,20.442,-0.217
32.488,-0.060,-0.543,-9.441,21.545,-0.493
32.498,-0.091,-0.477,-9.237,20.728,-0.770
32.508,-0.108,-0.375,-9.070,18.034,-1.046
32.518,-0.112,-0.338,-8.956,13.628,-1.323
32.528,-0.097,-0.315,-8.910,7.612,-1.205
32.538,-0.067,-0.332,-8.937,0.722,-0.946
32.548,-0.050,-0.348,-9.028,-5.794,-0.669
32.558,-0.035,-0.369,-9.175,-11.747,-0.393
32.568,-0.052,-0.372,-9.365,-16.548,-0.130
32.578,-0.073,-0.324,-9.579,-19.778,-0.084
32.588,-0.095,-0.261,-9.805,-21.681,-0.071
32.598,-0.087,-0.251,-10.036,-22.615,-0.084
32.608,-0.098,-0.212,-10.266,-22.881,-0.011
32.661,-0.090,-0.115,-11.617,-21.879,0.086
32.672,-0.087,-0.103,-11.830,-21.533,0.071
32.681,-0.090,-0.084,-12.032,-20.600,0.072
32.692,-0.098,-0.044,-12.229,-20.008,0.049
32.701,-0.100,-0.032,-12.421,-19.452,0.015
32.712,-0.107,0.005,-12.608,-18.961,-0.016
32.721,-0.104,0.038,-12.791,-18.566,-0.010
32.732,-0.103,0.058,-12.971,-18.154,0.031
32.741,-0.105,0.077,-13.147,-17.784,0.006
32.752,-0.101,0.097,-13.315,-17.128,0.030
32.761,-0.096,0.106,-13.481,-16.754,0.057
32.772,-0.090,0.125,-13.640,-16.220,0.076
32.781,-0.082,0.136,-13.795,-15.761,0.102
32.792,-0.081,0.139,-13.946,-15.301,0.122
32.801,-0.077,0.151,-14.092,-14.790,0.111
32.812,-0.075,0.170,-14.230,-14.134,0.111
32.821,-0.063,0.169,-14.361,-13.480,0.154
32.832,-0.051,0.149,-14.483,-12.598,0.217
32.841,-0.047,0.141,-14.592,-11.486,0.202
32.852,-0.048,0.136,-14.687,-10.144,0.181
32.861,-0.057,0.148,-14.763,-8.469,0.120
32.872,-0.059,0.167,-14.829,-7.246,0.037
32.881,-0.053,0.168,-14.888,-6.327,0.042
32.892,-0.037,0.157,-14.939,-5.535,0.068
32.901,-0.029,0.136,-14.986,-4.938,0.095
32.912,-0.021,0.108,-15.025,-4.280,0.098
32.921,-0.025,0.104,-15.055,-3.395,0.075
32.932,-0.030,0.095,-15.079,-2.717,0.016
32.941,-0.027,0.091,-15.098,-2.184,-0.004
32.952,-0.015,0.065,-15.110,-1.572,0.023
32.961,-0.007,0.047,-15.118,-1.010,0.039
32.972,-0.013,0.025,-15.117,-0.285,0.007
32.981,-0.032,0.032,-15.110,0.365,-0.090
32.992,-0.062,0.074,-15.103,0.582,-0.229
33.001,-0.076,0.104,-15.102,0.296,-0.308
33.012,-0.090,0.163,-15.114,-0.694,-0.338
33.021,-0.086,0.193,-15.137,-1.817,-0.289
33.032,-0.065,0.223,-15.176,-3.213,-0.164
33.041,-0.035,0.212,-15.227,-4.446,-0.020
33.052,0.007,0.149,-15.280,-5.010,0.190
33.061,0.031,0.102,-15.332,-5.121,0.301
33.072,0.054,0.005,-15.373,-4.441,0.403
33.081,0.046,-0.050,-15.393,-2.810,0.364
33.092,-0.024,-0.034,-15.392,-0.911,0.089
33.101,-0.079,0.043,-15.375,0.821,-0.187
33.112,-0.088,0.118,-15.361,1.271,-0.401
33.121,-0.077,0.150,-15.359,0.500,-0.319
33.132,-0.052,0.186,-15.380,-1.214,-0.213
33.141,-0.026,0.161,-15.419,-3.012,-0.023
33.168,0.058,-0.078,-15.508,-4.204,0.413
33.178,0.028,-0.083,-15.533,-3.088,0.359
33.188,-0.056,0.015,-15.537,-1.234,0.168
33.198,-0.080,0.114,-15.522,0.560,-0.109
33.208,-0.058,0.133,-15.502,1.516,-0.344
33.218,-0.038,0.130,-15.491,1.272,-0.246
33.228,0.009,0.060,-15.496,0.092,-0.135
33.238,0.034,-0.017,-15.511,-0.992,0.088
33.248,0.027,-0.045,-15.529,-1.558,0.188
33.258,0.005,-0.054,-15.542,-1.388,0.153
33.268,-0.034,0.017,-15.544,-0.591,0.024
33.278,-0.060,0.047,-15.539,0.135,-0.147
33.288,-0.052,0.093,-15.535,0.326,-0.279
33.298,-0.038,0.099,-15.542,-0.377,-0.210
33.308,-0.015,0.067,-15.563,-1.532,-0.115
33.318,0.010,0.037,-15.594,-2.581,0.014
33.328,0.033,-0.029,-15.632,-3.392,0.148
33.338,0.045,-0.084,-15.668,-3.508,0.246
33.348,0.046,-0.127,-15.693,-2.806,0.267
33.358,0.027,-0.141,-15.699,-1.370,0.222
33.368,-0.030,-0.092,-15.687,0.362,0.073
33.378,-0.084,0.017,-15.659,1.961,-0.203
33.388,-0.125,0.160,-15.632,2.495,-0.474
33.398,-0.145,0.234,-15.619,1.675,-0.597
33.408,-0.150,0.392,-15.633,-0.388,-0.624
33.418,-0.109,0.381,-15.680,-3.247,-0.477
33.428,-0.011,0.309,-15.757,-6.197,-0.201
33.438,0.069,0.195,-15.853,-8.483,0.076
33.448,0.159,-0.045,-15.955,-9.654,0.352
33.458,0.215,-0.137,-16.049,-9.454,0.629
33.468,0.251,-0.512,-16.114,-7.525,0.905
33.478,0.274,-0.672,-16.139,-4.144,1.131
33.488,0.169,-0.760,-16.108,0.665,1.039
33.498,-0.059,-0.633,-16.020,6.100,0.762
33.508,-0.236,-0.228,-15.878,11.495,0.486
33.518,-0.227,-0.071,-15.701,15.642,0.209
33.528,-0.159,0.040,-15.500,18.639,-0.067
33.538,-0.159,0.065,-15.291,20.142,-0.344
33.548,-0.199,0.246,-15.094,19.834,-0.620
33.558,-0.251,0.498,-14.924,17.935,-0.897
33.568,-0.359,1.091,-14.797,14.468,-1.173
33.578,-0.432,1.545,-14.734,9.041,-1.449
33.588,-0.491,2.291,-14.752,1.786,-1.349
33.598,-0.321,2.199,-14.857,-6.408,-1.073
33.608,-0.064,1.786,-15.031,-13.722,-0.796
33.618,0.091,1.719,-15.263,-20.035,-0.520
33.628,0.294,1.362,-15.543,-25.375,-0.243
33.638,0.410,1.113,-15.859,-29.546,0.033
33.648,0.522,0.397,-16.185,-31.559,0.310
33.688,0.498,-1.029,-17.177,-19.863,1.415
33.697,0.531,-1.564,-17.271,-12.916,1.692
33.708,0.556,-2.350,-17.276,-4.611,1.954
33.717,0.539,-2.495,-17.183,4.628,1.677
33.728,0.496,-2.498,-17.009,13.165,1.401
33.737,0.192,-2.473,-16.767,20.511,1.125
33.748,-0.370,-0.150,-16.471,26.560,0.848
33.757,-0.514,-0.502,-16.137,31.112,0.572
33.768,-0.404,0.044,-15.750,36.195,0.295
33.777,-0.214,0.148,-15.326,40.367,0.019
33.788,0.000,-0.110,-14.875,43.492,-0.258
33.797,0.025,-0.134,-14.391,46.740,-0.534
33.808,-0.087,-0.012,-13.904,48.071,-0.811
33.817,-0.178,0.207,-13.455,45.969,-1.087
33.828,-0.300,0.691,-13.057,41.809,-1.364
33.837,-0.380,1.023,-12.731,35.679,-1.640
33.848,-0.497,1.899,-12.500,27.324,-1.917
33.857,-0.418,2.241,-12.385,16.786,-1.933
33.868,-0.130,1.666,-12.377,6.105,-1.656
33.877,0.039,1.505,-12.454,-3.132,-1.380
33.888,0.273,1.144,-12.617,-11.877,-1.103
33.897,0.375,0.857,-12.848,-19.387,-0.827
33.908,0.425,0.462,-13.138,-25.750,-0.550
33.917,0.414,0.224,-13.473,-30.967,-0.274
33.928,0.358,-0.007,-13.849,-35.357,0.003
33.937,0.335,-0.109,-14.260,-39.223,0.279
33.948,0.285,-0.258,-14.682,-41.141,0.555
33.957,0.239,-0.342,-15.083,-40.483,0.832
33.968,0.194,-0.571,-15.443,-37.477,1.108
33.977,0.181,-0.719,-15.750,-32.996,1.385
33.988,0.136,-0.780,-15.977,-26.119,1.322
33.997,0.070,-0.607,-16.118,-18.121,1.046
34.008,0.008,-0.450,-16.184,-10.409,0.769
34.017,-0.058,-0.272,-16.189,-3.828,0.493
34.028,-0.100,-0.058,-16.151,1.278,0.216
34.037,-0.064,-0.026,-16.085,4.827,-0.060
34.048,0.010,-0.045,-16.016,6.233,-0.337
34.057,0.041,-0.181,-15.951,6.377,-0.152
34.068,0.045,-0.191,-15.905,5.191,-0.096
34.077,0.041,-0.187,-15.876,3.675,-0.050
34.088,0.033,-0.182,-15.859,2.349,-0.029
34.097,0.030,-0.169,-15.853,1.167,-0.029
34.108,0.029,-0.162,-15.854,0.312,-0.000
34.117,0.027,-0.160,-15.861,-0.331,0.022
34.128,0.015,-0.147,-15.869,-0.673,0.030
34.137,0.009,-0.127,-15.877,-0.736,-0.013
34.148,0.011,-0.116,-15.883,-0.629,-0.025
34.157,0.015,-0.116,-15.893,-0.874,-0.013
34.168,0.007,-0.103,-15.904,-1.058,0.017
34.200,0.007,-0.065,-15.967,-1.610,0.038
34.209,0.004,-0.061,-15.967,-1.610,0.019
34.220,0.005,-0.046,-15.996,-1.432,0.025
34.229,0.000,-0.037,-15.996,-1.432,0.014
34.240,-0.002,-0.019,-16.019,-1.182,0.016
34.249,-0.001,-0.009,-16.019,-1.182,0.023
34.260,-0.000,0.005,-16.035,-0.813,0.029
34.269,-0.001,0.015,-16.035,-0.813,0.030
34.280,-0.000,0.033,-16.050,-0.747,0.039
34.289,0.003,0.041,-16.050,-0.747,0.068
34.300,0.012,0.041,-16.067,-0.807,0.105
34.309,0.012,0.042,-16.067,-0.807,0.114
34.320,0.018,0.047,-16.076,-0.439,0.129
34.329,0.023,0.040,-16.076,-0.439,0.159
34.340,0.022,0.044,-16.065,0.556,0.141
34.349,0.020,0.045,-16.065,0.556,0.124
34.360,0.024,0.038,-16.032,1.587,0.123
34.369,0.030,0.030,-16.032,1.587,0.132
34.380,0.034,0.020,-15.991,2.119,0.141
34.389,0.032,0.012,-15.991,2.119,0.118
34.400,0.027,0.010,-15.938,2.596,0.080
34.409,0.028,0.016,-15.938,2.596,0.083
34.420,0.032,-0.007,-15.878,2.930,0.080
34.429,0.034,-0.014,-15.878,2.930,0.086
34.440,0.032,-0.019,-15.818,3.019,0.077
34.449,0.031,-0.026,-15.818,3.019,0.059
34.460,0.020,-0.013,-15.741,3.847,0.002
34.469,0.015,-0.003,-15.741,3.847,-0.029
34.480,0.001,0.006,-15.655,4.262,-0.073
34.489,-0.016,0.043,-15.655,4.262,-0.167
34.500,-0.053,0.129,-15.591,3.167,-0.235
34.509,-0.077,0.229,-15.591,3.167,-0.318
34.520,-0.111,0.378,-15.585,0.147,-0.334
34.529,-0.123,0.481,-15.585,0.147,-0.284
34.540,-0.119,0.625,-15.663,-3.913,-0.141
34.549,-0.092,0.703,-15.663,-3.913,0.135
34.560,-0.014,0.734,-15.787,-5.906,0.412
34.569,0.057,0.635,-15.787,-5.906,0.688
34.580,0.172,0.491,-15.844,-2.514,0.965
34.589,0.253,0.319,-15.844,-2.514,1.241
34.600,0.361,-0.085,-15.711,7.050,1.518
34.609,0.404,-0.332,-15.711,7.050,1.650
34.620,0.431,-0.698,-15.294,20.913,1.451
34.629,0.424,-0.938,-15.294,20.913,1.174
34.640,0.390,-1.250,-14.634,32.919,0.898
34.649,0.361,-1.508,-14.634,32.919,0.621
34.660,0.322,-1.796,-13.782,42.314,0.345
34.669,0.289,-1.930,-13.782,42.314,0.068
34.680,0.224,-2.110,-12.790,49.732,-0.208
34.689,0.170,-2.265,-12.790,49.732,-0.485
34.734,-0.433,0.387,-11.062,50.889,-1.590
34.744,-0.245,0.412,-11.062,50.660,-1.867
34.754,-0.152,0.428,-11.062,50.584,-2.121
34.764,-0.070,0.363,-11.062,50.558,-1.846
34.774,-0.038,0.321,-11.062,50.550,-1.569
34.784,0.020,0.232,-11.062,50.547,-1.294
34.794,0.047,0.106,-11.062,50.546,-1.076
34.804,0.028,0.013,-11.062,50.546,-1.059
34.814,-0.037,0.028,-11.062,50.546,-1.336
34.824,-0.103,0.130,-11.062,50.546,-1.612
34.834,-0.100,0.174,-11.062,50.546,-1.811
34.844,-0.067,0.180,-11.062,50.546,-1.717
34.854,-0.049,0.156,-11.062,50.546,-1.545
34.864,-0.031,0.124,-11.062,50.546,-1.493
34.874,-0.030,0.108,-11.062,50.546,-1.465
34.884,-0.037,0.116,-11.062,50.546,-1.470
34.894,-0.048,0.098,-11.062,50.546,-1.557
34.904,-0.034,0.109,-11.062,50.546,-1.529
34.914,-0.033,0.103,-11.062,50.546,-1.515
34.924,-0.036,0.086,-11.062,50.546,-1.508
34.934,-0.033,0.083,-11.062,50.546,-1.519
34.944,-0.039,0.073,-11.062,50.546,-1.508
34.954,-0.040,0.074,-11.062,50.546,-1.538
34.964,-0.042,0.094,-11.062,50.546,-1.531
34.974,-0.037,0.084,-11.062,50.546,-1.587
34.984,-0.033,0.060,-11.062,50.546,-1.549
34.994,-0.036,0.044,-11.062,50.546,-1.486
35.005,-0.028,0.073,-11.062,50.546,-1.501
